"from","to","weight","hourdiff","is_duplicate"
"189865977","189862856",0.4663,-24,"both"
"189865977","189865970",0.4202,0,"both"
"189865980","189866020",0.4029,0,"from"
"189865982","189865999",0.6222,0,"from"
"189865985","189865954",0.7595,0,"to"
"189865985","189865964",0.6535,0,"to"
"189865986","189862862",0.5099,-24,"both"
"189865987","189865970",0.4342,0,"to"
"189865988","189865750",0.4757,24,"to"
"189865993","189862854",0.5108,-24,"both"
"189865993","189862881",0.4924,-24,"both"
"189865999","189865982",0.6222,0,"to"
"189866003","189862891",0.4473,-24,"from"
"189866003","189865951",0.4219,0,"both"
"189866003","189865966",0.4052,0,"both"
"189866004","189865839",0.5114,24,"to"
"189866004","189865890",0.5608,24,"to"
"189866007","189865829",0.4169,24,"to"
"189866008","189865934",0.549,0,"to"
"189866012","189862901",0.4058,-24,"from"
"189866012","189865886",0.4798,24,"both"
"189866013","189862820",0.5462,-24,"both"
"189866013","189862912",0.6823,-24,"from"
"189866013","189866029",0.8396,0,"both"
"189866016","189866021",0.7315,0,"from"
"189866019","189862819",0.6128,-24,"both"
"189866019","189862838",0.6394,-24,"both"
"189866019","189862862",0.6002,-24,"both"
"189866019","189862909",0.5423,-24,"both"
"189866019","189865939",0.5072,0,"both"
"189866019","189866028",0.847,0,"both"
"189866019","189865777",0.4113,24,"both"
"189866019","189865811",0.4763,24,"both"
"189866019","189865834",0.4238,24,"both"
"189866020","189865980",0.4029,0,"to"
"189866021","189866016",0.7315,0,"to"
"189866022","189865969",0.5385,0,"to"
"189866023","189862919",0.6583,-24,"both"
"189866028","189862819",0.6375,-24,"both"
"189866028","189862838",0.6473,-24,"both"
"189866028","189862855",0.4417,-24,"both"
"189866028","189862862",0.6483,-24,"both"
"189866028","189862909",0.5604,-24,"both"
"189866028","189865939",0.4089,0,"both"
"189866028","189866019",0.847,0,"both"
"189866028","189865811",0.4254,24,"both"
"189866029","189862820",0.612,-24,"both"
"189866029","189862912",0.6761,-24,"from"
"189866029","189866013",0.8396,0,"both"
"189866033","189865966",0.4845,0,"to"
"189866033","189865968",0.4488,0,"to"
"189866045","189866086",0.406,0,"to"
"189866050","189866102",0.7371,0,"to"
"189866059","189866194",0.4765,0,"from"
"189866059","189869363",0.4228,24,"both"
"189866059","189869469",0.6565,24,"both"
"189866059","189869479",0.6818,24,"both"
"189866062","189869380",0.4245,24,"to"
"189866063","189869484",0.4398,24,"to"
"189866066","189866310",0.722,-24,"from"
"189866066","189869351",0.4553,24,"both"
"189866066","189869370",0.5123,24,"both"
"189866075","189866080",0.4567,0,"both"
"189866075","189866089",0.6888,0,"from"
"189866077","189866253",0.4283,-24,"both"
"189866077","189866155",0.828,0,"both"
"189866077","189866183",0.7651,0,"both"
"189866078","189869473",0.469,24,"to"
"189866079","189869352",0.6515,24,"to"
"189866080","189866075",0.4567,0,"both"
"189866080","189866085",0.6416,0,"both"
"189866080","189866089",0.4814,0,"from"
"189866081","189866108",0.7534,0,"from"
"189866084","189866100",0.8457,0,"both"
"189866084","189866174",0.5639,0,"both"
"189866084","189866185",0.7448,0,"from"
"189866085","189866080",0.6416,0,"both"
"189866085","189866089",0.4419,0,"from"
"189866086","189866238",0.5564,-24,"both"
"189866086","189866296",0.5513,-24,"from"
"189866086","189866045",0.406,0,"from"
"189866086","189866099",0.4064,0,"both"
"189866089","189866075",0.6888,0,"to"
"189866089","189866080",0.4814,0,"to"
"189866089","189866085",0.4419,0,"to"
"189866091","189866259",0.4632,-24,"both"
"189866091","189866350",0.4597,-24,"from"
"189866091","189866095",0.9228,0,"both"
"189866091","189866097",0.8321,0,"both"
"189866091","189866128",0.418,0,"both"
"189866092","189869456",0.5034,24,"to"
"189866094","189866182",0.8603,0,"from"
"189866095","189866350",0.5178,-24,"from"
"189866095","189866091",0.9228,0,"both"
"189866095","189866097",0.8959,0,"both"
"189866095","189866128",0.4185,0,"both"
"189866097","189866350",0.4778,-24,"from"
"189866097","189866091",0.8321,0,"both"
"189866097","189866095",0.8959,0,"both"
"189866097","189866128",0.4067,0,"both"
"189866099","189866238",0.4492,-24,"both"
"189866099","189866296",0.4638,-24,"from"
"189866099","189866086",0.4064,0,"both"
"189866099","189866149",0.4791,0,"both"
"189866100","189866084",0.8457,0,"both"
"189866100","189866114",0.409,0,"from"
"189866100","189866185",0.5993,0,"from"
"189866102","189866225",0.4345,-24,"from"
"189866102","189866050",0.7371,0,"from"
"189866103","189866252",0.5406,-24,"from"
"189866103","189866206",0.4644,0,"from"
"189866108","189866081",0.7534,0,"to"
"189866110","189866147",0.5213,0,"both"
"189866110","189866158",0.4791,0,"both"
"189866110","189866198",0.5194,0,"both"
"189866110","189866209",0.4304,0,"both"
"189866112","189866126",0.4597,0,"both"
"189866112","189866134",0.5279,0,"both"
"189866112","189866136",0.4671,0,"from"
"189866112","189866152",0.5283,0,"both"
"189866114","189866100",0.409,0,"to"
"189866117","189866165",0.5462,0,"to"
"189866126","189866112",0.4597,0,"both"
"189866126","189866134",0.4313,0,"both"
"189866126","189869479",0.4154,24,"both"
"189866127","189866219",0.5429,-24,"from"
"189866128","189866259",0.4234,-24,"both"
"189866128","189866350",0.4582,-24,"from"
"189866128","189866091",0.418,0,"both"
"189866128","189866095",0.4185,0,"both"
"189866128","189866097",0.4067,0,"both"
"189866128","189866132",0.8168,0,"from"
"189866132","189866128",0.8168,0,"to"
"189866134","189866112",0.5279,0,"both"
"189866134","189866126",0.4313,0,"both"
"189866134","189866136",0.4184,0,"from"
"189866136","189866112",0.4671,0,"to"
"189866136","189866134",0.4184,0,"to"
"189866136","189866212",0.4804,0,"to"
"189866143","189866297",0.4659,-24,"both"
"189866143","189866303",0.6278,-24,"from"
"189866143","189866152",0.5238,0,"both"
"189866143","189866213",0.5974,0,"both"
"189866147","189866110",0.5213,0,"both"
"189866147","189866158",0.4278,0,"both"
"189866147","189866198",0.43,0,"both"
"189866149","189866099",0.4791,0,"both"
"189866149","189866160",0.4181,0,"both"
"189866152","189866297",0.495,-24,"both"
"189866152","189866303",0.4448,-24,"from"
"189866152","189866112",0.5283,0,"both"
"189866152","189866143",0.5238,0,"both"
"189866152","189866212",0.4022,0,"both"
"189866155","189866253",0.4291,-24,"both"
"189866155","189866077",0.828,0,"both"
"189866155","189866183",0.8798,0,"both"
"189866158","189866110",0.4791,0,"both"
"189866158","189866147",0.4278,0,"both"
"189866158","189866198",0.8707,0,"both"
"189866160","189866149",0.4181,0,"both"
"189866160","189866180",0.6055,0,"from"
"189866162","189866259",0.4115,-24,"both"
"189866163","189866258",0.4968,-24,"both"
"189866163","189866326",0.4855,-24,"both"
"189866163","189866361",0.5566,-24,"both"
"189866163","189866372",0.4174,-24,"both"
"189866163","189866376",0.4495,-24,"both"
"189866165","189866397",0.5092,-24,"both"
"189866165","189866117",0.5462,0,"from"
"189866174","189866084",0.5639,0,"both"
"189866174","189866185",0.4433,0,"from"
"189866180","189866160",0.6055,0,"to"
"189866182","189866094",0.8603,0,"to"
"189866183","189866253",0.4251,-24,"both"
"189866183","189866077",0.7651,0,"both"
"189866183","189866155",0.8798,0,"both"
"189866185","189866084",0.7448,0,"to"
"189866185","189866100",0.5993,0,"to"
"189866185","189866174",0.4433,0,"to"
"189866186","189866243",0.4297,-24,"both"
"189866186","189866275",0.4993,-24,"from"
"189866187","189866225",0.7374,-24,"from"
"189866189","189869438",0.5179,24,"to"
"189866189","189869453",0.4368,24,"to"
"189866189","189869464",0.5911,24,"to"
"189866189","189869467",0.4217,24,"to"
"189866189","189869475",0.6305,24,"to"
"189866189","189869486",0.7148,24,"to"
"189866194","189866059",0.4765,0,"to"
"189866194","189869469",0.6132,24,"to"
"189866194","189869479",0.6127,24,"to"
"189866195","189866294",0.4104,-24,"both"
"189866197","189866260",0.4722,-24,"from"
"189866197","189866212",0.522,0,"both"
"189866198","189866110",0.5194,0,"both"
"189866198","189866147",0.43,0,"both"
"189866198","189866158",0.8707,0,"both"
"189866198","189866209",0.4272,0,"both"
"189866198","189866217",0.4523,0,"from"
"189866205","189866220",0.6226,-24,"both"
"189866206","189866103",0.4644,0,"to"
"189866209","189866110",0.4304,0,"both"
"189866209","189866198",0.4272,0,"both"
"189866209","189866217",0.8374,0,"from"
"189866212","189866303",0.4535,-24,"from"
"189866212","189866329",0.6392,-24,"both"
"189866212","189866386",0.5822,-24,"both"
"189866212","189866136",0.4804,0,"from"
"189866212","189866152",0.4022,0,"both"
"189866212","189866197",0.522,0,"both"
"189866213","189866294",0.414,-24,"both"
"189866213","189866303",0.6437,-24,"from"
"189866213","189866143",0.5974,0,"both"
"189866217","189866198",0.4523,0,"to"
"189866217","189866209",0.8374,0,"to"
"189866219","189866127",0.5429,24,"to"
"189866220","189866227",0.4096,0,"both"
"189866220","189866228",0.4233,0,"both"
"189866220","189866229",0.5077,0,"from"
"189866220","189866205",0.6226,24,"both"
"189866221","189866410",0.4638,-24,"from"
"189866222","189866411",0.4067,-24,"both"
"189866222","189866444",0.4233,-24,"both"
"189866222","189866530",0.467,-24,"both"
"189866222","189866309",0.6359,0,"both"
"189866225","189866102",0.4345,24,"to"
"189866225","189866187",0.7374,24,"to"
"189866227","189866220",0.4096,0,"both"
"189866227","189866228",0.5471,0,"both"
"189866227","189866242",0.4036,0,"from"
"189866228","189866220",0.4233,0,"both"
"189866228","189866227",0.5471,0,"both"
"189866228","189866229",0.4068,0,"from"
"189866229","189866220",0.5077,0,"to"
"189866229","189866228",0.4068,0,"to"
"189866230","189866448",0.6539,-24,"from"
"189866231","189866244",0.8531,0,"both"
"189866231","189866273",0.5935,0,"from"
"189866238","189866296",0.9748,0,"from"
"189866238","189866086",0.5564,24,"both"
"189866238","189866099",0.4492,24,"both"
"189866242","189866227",0.4036,0,"to"
"189866243","189866275",0.8825,0,"from"
"189866243","189866186",0.4297,24,"both"
"189866244","189866231",0.8531,0,"both"
"189866244","189866273",0.5777,0,"from"
"189866246","189866589",0.4026,-24,"from"
"189866251","189866261",0.781,0,"from"
"189866252","189866103",0.5406,24,"to"
"189866253","189866453",0.4763,-24,"both"
"189866253","189866534",0.4627,-24,"both"
"189866253","189866563",0.472,-24,"both"
"189866253","189866340",0.6235,0,"both"
"189866253","189866366",0.616,0,"both"
"189866253","189866077",0.4283,24,"both"
"189866253","189866155",0.4291,24,"both"
"189866253","189866183",0.4251,24,"both"
"189866258","189866408",0.458,-24,"from"
"189866258","189866326",0.4688,0,"both"
"189866258","189866372",0.4956,0,"both"
"189866258","189866376",0.4791,0,"both"
"189866258","189866163",0.4968,24,"both"
"189866259","189866263",0.8473,0,"both"
"189866259","189866319",0.5796,0,"from"
"189866259","189866350",0.4463,0,"from"
"189866259","189866091",0.4632,24,"both"
"189866259","189866128",0.4234,24,"both"
"189866259","189866162",0.4115,24,"both"
"189866260","189866197",0.4722,24,"to"
"189866261","189866251",0.781,0,"to"
"189866263","189866259",0.8473,0,"both"
"189866263","189866319",0.4355,0,"from"
"189866263","189866350",0.4213,0,"from"
"189866273","189866231",0.5935,0,"to"
"189866273","189866244",0.5777,0,"to"
"189866275","189866243",0.8825,0,"to"
"189866275","189866186",0.4993,24,"to"
"189866290","189866435",0.4642,-24,"from"
"189866294","189866297",0.4398,0,"both"
"189866294","189866195",0.4104,24,"both"
"189866294","189866213",0.414,24,"both"
"189866296","189866238",0.9748,0,"to"
"189866296","189866086",0.5513,24,"to"
"189866296","189866099",0.4638,24,"to"
"189866297","189866294",0.4398,0,"both"
"189866297","189866303",0.4239,0,"from"
"189866297","189866143",0.4659,24,"both"
"189866297","189866152",0.495,24,"both"
"189866302","189866391",0.6233,0,"from"
"189866303","189866297",0.4239,0,"to"
"189866303","189866143",0.6278,24,"to"
"189866303","189866152",0.4448,24,"to"
"189866303","189866212",0.4535,24,"to"
"189866303","189866213",0.6437,24,"to"
"189866306","189866384",0.8455,0,"from"
"189866309","189866444",0.415,-24,"both"
"189866309","189866530",0.4214,-24,"both"
"189866309","189866222",0.6359,0,"both"
"189866310","189866066",0.722,24,"to"
"189866315","189866333",0.9107,0,"from"
"189866319","189866259",0.5796,0,"to"
"189866319","189866263",0.4355,0,"to"
"189866321","189866503",0.5402,-24,"both"
"189866325","189866328",0.4192,0,"from"
"189866326","189866408",0.6077,-24,"from"
"189866326","189866258",0.4688,0,"both"
"189866326","189866336",0.731,0,"both"
"189866326","189866361",0.5086,0,"both"
"189866326","189866372",0.6681,0,"both"
"189866326","189866376",0.6865,0,"both"
"189866326","189866163",0.4855,24,"both"
"189866328","189866325",0.4192,0,"to"
"189866329","189866541",0.5351,-24,"both"
"189866329","189866578",0.4944,-24,"both"
"189866329","189866386",0.8014,0,"both"
"189866329","189866212",0.6392,24,"both"
"189866330","189866334",0.5879,0,"from"
"189866333","189866315",0.9107,0,"to"
"189866334","189866330",0.5879,0,"to"
"189866336","189866408",0.4612,-24,"from"
"189866336","189866326",0.731,0,"both"
"189866336","189866372",0.4833,0,"both"
"189866336","189866376",0.4065,0,"both"
"189866340","189866453",0.4581,-24,"both"
"189866340","189866534",0.4479,-24,"both"
"189866340","189866563",0.4284,-24,"both"
"189866340","189866253",0.6235,0,"both"
"189866340","189866366",0.8791,0,"both"
"189866343","189866396",0.6474,0,"from"
"189866348","189866355",0.8365,0,"from"
"189866350","189866259",0.4463,0,"to"
"189866350","189866263",0.4213,0,"to"
"189866350","189866091",0.4597,24,"to"
"189866350","189866095",0.5178,24,"to"
"189866350","189866097",0.4778,24,"to"
"189866350","189866128",0.4582,24,"to"
"189866353","189866598",0.4495,-24,"from"
"189866353","189866377",0.8864,0,"both"
"189866355","189866348",0.8365,0,"to"
"189866359","189866409",0.4349,-24,"both"
"189866359","189866440",0.4463,-24,"from"
"189866361","189866408",0.4436,-24,"from"
"189866361","189866326",0.5086,0,"both"
"189866361","189866372",0.4642,0,"both"
"189866361","189866163",0.5566,24,"both"
"189866366","189866453",0.4461,-24,"both"
"189866366","189866534",0.436,-24,"both"
"189866366","189866563",0.4347,-24,"both"
"189866366","189866253",0.616,0,"both"
"189866366","189866340",0.8791,0,"both"
"189866372","189866408",0.6782,-24,"from"
"189866372","189866258",0.4956,0,"both"
"189866372","189866326",0.6681,0,"both"
"189866372","189866336",0.4833,0,"both"
"189866372","189866361",0.4642,0,"both"
"189866372","189866376",0.6069,0,"both"
"189866372","189866163",0.4174,24,"both"
"189866376","189866408",0.6035,-24,"from"
"189866376","189866258",0.4791,0,"both"
"189866376","189866326",0.6865,0,"both"
"189866376","189866336",0.4065,0,"both"
"189866376","189866372",0.6069,0,"both"
"189866376","189866163",0.4495,24,"both"
"189866377","189866598",0.4221,-24,"from"
"189866377","189866353",0.8864,0,"both"
"189866382","189866387",0.4112,0,"from"
"189866384","189866306",0.8455,0,"to"
"189866386","189866541",0.63,-24,"both"
"189866386","189866578",0.6753,-24,"both"
"189866386","189866329",0.8014,0,"both"
"189866386","189866212",0.5822,24,"both"
"189866387","189866382",0.4112,0,"to"
"189866391","189866302",0.6233,0,"to"
"189866396","189866343",0.6474,0,"to"
"189866397","189866583",0.4126,-24,"both"
"189866397","189866592",0.5269,-24,"both"
"189866397","189866165",0.5092,24,"both"
"189866403","189866449",0.485,-24,"both"
"189866403","189866476",0.6301,-24,"both"
"189866403","189866480",0.512,-24,"both"
"189866403","189866593",0.5531,-24,"both"
"189866408","189866258",0.458,24,"to"
"189866408","189866326",0.6077,24,"to"
"189866408","189866336",0.4612,24,"to"
"189866408","189866361",0.4436,24,"to"
"189866408","189866372",0.6782,24,"to"
"189866408","189866376",0.6035,24,"to"
"189866409","189866440",0.5043,0,"from"
"189866409","189866359",0.4349,24,"both"
"189866410","189866221",0.4638,24,"to"
"189866411","189866444",0.4106,0,"both"
"189866411","189866516",0.4623,0,"from"
"189866411","189866530",0.4116,0,"both"
"189866411","189866222",0.4067,24,"both"
"189866415","189866421",0.4042,0,"to"
"189866415","189866422",0.4143,0,"to"
"189866420","189866436",0.5109,0,"from"
"189866421","189866631",0.4029,-24,"from"
"189866421","189866415",0.4042,0,"from"
"189866421","189866422",0.6718,0,"both"
"189866421","189866442",0.4194,0,"from"
"189866422","189866631",0.4056,-24,"from"
"189866422","189866415",0.4143,0,"from"
"189866422","189866421",0.6718,0,"both"
"189866424","189866481",0.4679,0,"from"
"189866428","189866437",0.4409,0,"both"
"189866428","189866438",0.477,0,"from"
"189866431","189866490",0.539,0,"from"
"189866433","189866479",0.4991,0,"from"
"189866433","189866597",0.4763,0,"from"
"189866435","189866459",0.447,0,"to"
"189866435","189866290",0.4642,24,"to"
"189866436","189866420",0.5109,0,"to"
"189866437","189866428",0.4409,0,"both"
"189866437","189866438",0.435,0,"from"
"189866438","189866428",0.477,0,"to"
"189866438","189866437",0.435,0,"to"
"189866438","189866454",0.41,0,"to"
"189866440","189866409",0.5043,0,"to"
"189866440","189866359",0.4463,24,"to"
"189866442","189866421",0.4194,0,"to"
"189866444","189866708",0.4669,-24,"from"
"189866444","189866411",0.4106,0,"both"
"189866444","189866464",0.4307,0,"both"
"189866444","189866498",0.5847,0,"both"
"189866444","189866516",0.514,0,"from"
"189866444","189866530",0.9276,0,"both"
"189866444","189866550",0.5916,0,"both"
"189866444","189866222",0.4233,24,"both"
"189866444","189866309",0.415,24,"both"
"189866445","189866645",0.6274,-24,"from"
"189866445","189866673",0.4742,-24,"both"
